N,P,K,temperature,humidity,ph,rainfall,Season,Crop
111,54,56,26.97205897231001,59.62231206208382,6.016455398477469,86.61087800264306,Kharif,cotton
123,49,60,26.88392982403574,54.068322805761774,6.148087157300801,58.25743560549872,Kharif,cotton
129,42,69,32.17119485532292,61.9224539240649,6.43546033042495,97.83300442121066,Kharif,cotton
143,59,78,28.52484727598062,53.43978425461481,6.0091630842726,61.19540657705572,Kharif,cotton
129,43,60,29.572608045918205,52.38256543073023,6.272626723130985,72.88746836910997,Kharif,cotton
119,40,66,26.48624130469905,61.73659114248312,6.363912834586972,55.73679806304573,Kharif,cotton
141,40,52,29.04997038876948,60.618380460469,6.310928042742288,80.16411597252942,Kharif,cotton
106,57,65,26.03199811905836,52.739584635526974,6.380266101052218,68.77255600286063,Kharif,cotton
141,43,54,30.33043287888583,51.74368629034907,6.362845924457373,67.65867311048527,Kharif,cotton
149,54,77,25.97938365382856,62.575986327300384,6.346015347576556,91.34884386104736,Kharif,cotton
137,60,51,32.905083811731565,61.64897723295032,6.410769930462826,50.47808564252392,Kharif,cotton
106,49,72,30.666017175404896,54.908860605494965,6.322845334224769,89.89733854462114,Kharif,cotton
148,56,79,32.23967873773517,59.8729611232005,6.201209247128491,78.57242828740394,Kharif,cotton
129,51,75,29.18516386652684,51.86240279821716,6.235954554957294,99.30492567400997,Kharif,cotton
111,59,75,28.81491293242228,57.60571488571517,6.358362391340726,79.47216103021245,Kharif,cotton
148,51,56,25.98208889048864,50.2809543809063,6.4381530148333965,52.7689567073979,Kharif,cotton
130,55,77,30.238556070428224,55.87402821382333,6.136109400419888,52.53226632218632,Kharif,cotton
117,44,59,30.14502164857092,51.12264232207107,6.171038397985535,94.1576493185916,Kharif,cotton
145,55,54,29.681020444496053,57.12720770235324,6.465369698181206,92.06070727555266,Kharif,cotton
142,56,64,32.40518364682449,56.32522470279341,6.289255896204723,67.29450377910116,Kharif,cotton
101,54,61,33.325044000323544,56.66577539957084,6.0894809085675,80.90162420905686,Kharif,cotton
132,52,59,32.507896749485084,50.67996953071991,6.331847569456191,74.47956785278001,Kharif,cotton
110,47,80,26.43865742806844,55.424245119227486,6.495381077769689,98.3582027568026,Kharif,cotton
133,60,71,31.22059509282108,61.34725773649875,6.4117267822352,97.49804504384456,Kharif,cotton
115,41,66,25.80323105689533,55.53371560030431,6.372870568275701,99.19195042703872,Kharif,cotton
134,47,69,31.946222874404764,60.72757928914371,6.104023327133135,93.3224390317132,Kharif,cotton
132,49,69,28.81839096561127,55.542180854506,6.438069892342003,95.47757953875508,Kharif,cotton
120,46,60,26.324989562662864,56.3485916223528,6.262894421767773,60.86393893835682,Kharif,cotton
119,49,57,33.62050856976128,58.45838169243899,6.444645011035978,91.55033944948872,Kharif,cotton
107,43,64,31.14008339038937,64.26022905210624,6.164913914712439,85.44285566021374,Kharif,cotton
150,50,51,28.547249679475275,51.63290669969983,6.031025526317716,98.13932544140351,Kharif,cotton
125,48,66,25.307271796504995,50.4937065299176,6.237987984329873,78.56309142213097,Kharif,cotton
132,43,72,30.373102590036105,59.11935775715068,6.134918802408939,54.25835833552782,Kharif,cotton
125,42,55,34.232258784862324,64.2364563339264,6.357614644888149,79.86994455935765,Kharif,cotton
136,50,70,30.963798327023657,64.84584698832072,6.478553276428016,84.32904640106439,Kharif,cotton
129,42,77,34.71650604619493,57.26246371088003,6.345487075575782,61.01605143562141,Kharif,cotton
130,57,62,26.364511182704582,57.02122431627648,6.4434669648546015,69.70566917563642,Kharif,cotton
132,58,78,30.683051045948368,59.67445656117794,6.226512006800603,79.925170702584,Kharif,cotton
110,53,78,32.9812504800643,58.33452135807455,6.385820368597651,68.70528686582527,Kharif,cotton
140,50,57,30.25540731125716,59.51132086421177,6.421521718335852,68.7473858619332,Kharif,cotton
104,41,60,25.910663559874727,63.10999138306841,6.355437813791771,56.65433195863987,Kharif,cotton
101,41,64,30.828860015472177,61.19459254231414,6.253888643034783,97.0373361538833,Kharif,cotton
112,41,62,31.11737905842472,57.45316087530193,6.312933054807684,87.52471922475482,Kharif,cotton
117,49,67,32.28709248475353,56.92796688500255,6.35025349783944,50.0621719433051,Kharif,cotton
125,54,67,32.61211515165474,59.594026227696745,6.126542201610714,88.28066420110827,Kharif,cotton
124,51,74,32.70772688210607,56.83559426630446,6.4047896304574925,86.98974963289294,Kharif,cotton
143,50,66,31.63444393638966,56.8666902689846,6.475162269483636,50.48654800777615,Kharif,cotton
113,56,71,27.15811186418658,50.24458852679757,6.232619657589968,68.48021488068824,Kharif,cotton
104,57,62,29.042357558394794,52.610962061109625,6.350533591554939,80.33738451627653,Kharif,cotton
141,53,78,32.76129972614399,57.3277045999363,6.368512952895177,72.63753259290179,Kharif,cotton
101,56,52,34.53426983400813,62.339801885755534,6.33112377376074,88.89930593602537,Kharif,cotton
103,54,80,25.78946964836622,54.18090510090686,6.273557554164317,71.2729166317217,Kharif,cotton
111,51,78,30.35536677797195,57.83965149696724,6.440823977287406,57.69314847269185,Kharif,cotton
110,55,70,28.125222713243065,55.174431271388485,6.224463354634447,98.82078121369142,Kharif,cotton
103,45,73,27.253938943168297,51.57205984309383,6.030551478243302,62.101999638802326,Kharif,cotton
142,41,56,30.05810683519715,64.3744772460695,6.42227818785608,85.88461552706661,Kharif,cotton
108,41,78,31.060893405565366,62.82010805375453,6.336990636158276,57.1578155832036,Kharif,cotton
109,55,61,25.09772231419481,51.1773863670036,6.424629313249823,66.45063068919663,Kharif,cotton
126,41,53,32.80206572201191,60.79680893702427,6.069273721222348,72.10138042152118,Kharif,cotton
105,47,73,33.198821312594475,55.213698565362506,6.015376470254858,59.6116002263532,Kharif,cotton
114,46,76,34.65510824567933,64.92274710592689,6.467187270191251,72.49797881843048,Kharif,cotton
141,40,76,26.80643733224695,54.53597779743467,6.073864152925287,57.858141149587496,Kharif,cotton
130,43,75,30.94552562360948,53.581076680439,6.404826166035226,77.9503269492945,Kharif,cotton
121,50,60,29.266253734763943,58.51835822458108,6.411604971090318,83.1856626260097,Kharif,cotton
105,59,63,28.348278515553503,62.52689245014806,6.354352600274502,53.121714201400536,Kharif,cotton
132,46,67,30.656334514375047,52.88778307729697,6.065631105546435,93.5566060541084,Kharif,cotton
128,57,56,32.8238309322355,60.64104154578997,6.333699312280404,59.25704425210178,Kharif,cotton
120,43,54,25.2305278344521,50.92109874711682,6.444543291663432,61.26812126601619,Kharif,cotton
129,56,65,34.69400112566187,63.78402114665746,6.212765822400442,83.06749200415314,Kharif,cotton
120,50,60,33.098815857057104,51.21612374220948,6.2067584271893,73.4375530217207,Kharif,cotton
135,50,71,32.511537036455785,63.71347064516244,6.22142915478971,74.96977995855329,Kharif,cotton
121,59,52,32.60387382180504,57.36210874179054,6.041135945338104,56.40774922815663,Kharif,cotton
145,50,65,28.890607096186525,56.7213666919388,6.446012784514987,90.2867910938204,Kharif,cotton
119,54,60,32.51620550844814,64.59960619250565,6.434591431990255,80.8527123052105,Kharif,cotton
121,53,59,28.867702086029578,64.85576266547329,6.498954660895143,56.7691021654728,Kharif,cotton
139,56,72,33.98706829574793,59.75267188941518,6.292591570749207,68.69996835127981,Kharif,cotton
110,41,72,26.772223833064697,51.90678937785573,6.375595818225693,90.52049663675152,Kharif,cotton
146,57,51,27.92347424215152,57.59255128482803,6.101335953153653,78.41775229933103,Kharif,cotton
130,55,65,30.513375426990763,57.93744651433494,6.333764409112085,55.43243895664652,Kharif,cotton
150,51,66,28.192110358872725,57.71669642202964,6.324866424378695,68.63885228946434,Kharif,cotton
139,49,59,29.242372452952736,58.54237757780015,6.450604367920806,62.13471992278673,Kharif,cotton
112,55,67,29.924226893985946,50.28087070691586,6.415396361419537,75.87327768268632,Kharif,cotton
117,42,61,33.563533488135086,60.668409222057534,6.469233231308881,92.16805644359948,Kharif,cotton
121,47,57,30.231922536086927,60.68591452929482,6.434416736350804,71.813356740221,Kharif,cotton
116,41,76,28.624598486145604,51.73204662766832,6.434346947449426,71.66710151841616,Kharif,cotton
137,40,75,27.47736164035116,58.55359163668701,6.031861663344359,95.26754511635184,Kharif,cotton
124,53,52,29.08675978792197,58.52541773653662,6.4229809763479775,78.80927062536362,Kharif,cotton
131,43,76,30.1573610441437,60.236756302856,6.303739197251559,78.30955436987034,Kharif,cotton
114,43,69,32.461148572032364,51.28096538202622,6.19022222588298,63.09549459376947,Kharif,cotton
112,48,73,26.210487761723385,59.39754960899145,6.028257312194032,80.38613739185632,Kharif,cotton
125,42,52,27.21609188239151,54.21127926119512,6.338836887384024,78.79552337086982,Kharif,cotton
149,44,55,28.79654015868673,57.60504485744258,6.164100875268809,69.8425735170932,Kharif,cotton
110,40,51,28.603984051195145,61.59985329056115,6.233888132493018,99.53477829495904,Kharif,cotton
112,58,52,28.91748087605212,60.5846890454452,6.340864218527567,94.09454824740432,Kharif,cotton
132,40,66,32.935212646403244,51.7835452651699,6.455887273512071,87.47931450384078,Kharif,cotton
149,49,58,28.24154402962173,58.867771806741096,6.412718457802499,76.86727942065002,Kharif,cotton
136,51,53,30.018981804026645,64.53674796411107,6.2252985645518,73.10299009473151,Kharif,cotton
137,49,71,31.239070328578965,52.35154156002504,6.193891578723189,59.24486976115997,Kharif,cotton
100,41,80,27.32178550183605,62.79360631588122,6.119889869422024,65.28687370073118,Kharif,cotton
138,55,72,32.18695387147539,60.53822120830665,6.186213375587984,88.69803999116051,Kharif,cotton
126,47,51,30.47111319738281,61.6100496936464,6.055523193645949,72.68744769687757,Kharif,cotton
135,53,73,29.467811630313783,54.22937490713968,6.485552754182377,94.11347582847506,Kharif,cotton
131,54,77,33.097840267383134,54.318333940697634,6.286958721979789,57.39555681727644,Kharif,cotton
140,55,58,27.43495259185182,63.59029183664733,6.063902921397607,75.41735480068182,Kharif,cotton
114,50,63,33.83175970614323,55.39748048138838,6.176403004632953,82.34828420106544,Kharif,cotton
130,51,75,30.61048735366704,50.94523086039216,6.273519571810328,75.8424228153963,Kharif,cotton
105,41,60,31.091748793796583,59.00895055369175,6.266442818320435,94.46134457924936,Kharif,cotton
124,43,51,33.75058964168943,51.87226503562764,6.017751684359316,99.478164091457,Kharif,cotton
148,42,70,33.17582687849336,61.94894362111862,6.475420517114555,55.79173291706849,Kharif,cotton
117,48,51,31.015620688219,59.62619663751586,6.137687840737472,56.49774520384605,Kharif,cotton
121,57,76,32.53187703848174,63.12089757831812,6.008092334465946,56.51620567800605,Kharif,cotton
130,58,54,29.33319490232897,61.77255874673953,6.038222004475141,84.05885480352637,Kharif,cotton
135,46,56,30.473777534997463,51.68170472507294,6.290097451623988,68.6338047747919,Kharif,cotton
108,43,71,25.62070136708511,55.716060146516334,6.068892760337548,86.6657330632953,Kharif,cotton
145,45,53,25.898579180000468,61.618403748718805,6.020862396426752,70.27357364434894,Kharif,cotton
102,58,63,33.29425404186332,56.26012209899488,6.189813233206356,81.38033606660318,Kharif,cotton
132,40,51,25.596716556824965,64.58548227169968,6.311380596170094,88.49290028394468,Kharif,cotton
126,55,72,26.693991256326072,61.036106748401735,6.055919902420806,77.41079553274602,Kharif,cotton
142,50,61,32.958326589504416,50.232498750354814,6.156663916075658,76.9751795225003,Kharif,cotton
100,43,59,25.011459506282563,63.19978537341255,6.208880335812271,54.41171626428172,Kharif,cotton
143,57,74,27.824043288458643,51.51207177302837,6.079730048893383,70.53908714547174,Kharif,cotton
108,44,50,30.84038657826622,52.107855862701285,6.253036949233355,77.28885766124688,Kharif,cotton
104,45,68,30.954499314692967,61.01738600916576,6.042607043450886,73.0990412833205,Kharif,cotton
114,41,72,32.771529082294734,62.974528391457206,6.023259248172534,95.03910000942128,Kharif,cotton
149,51,65,30.059262544921705,58.04524441849334,6.259917683577568,95.32653160597448,Kharif,cotton
108,48,64,30.094018695309703,54.33574599418669,6.123948486375438,91.09586902943808,Kharif,cotton
144,59,63,32.253105755407006,55.26973317879764,6.047686903949014,68.764903768656,Kharif,cotton
127,51,58,29.986244632662835,55.14333994394084,6.211956293743816,85.86495758437673,Kharif,cotton
112,52,78,31.084910865636168,54.90017155714269,6.457570369758697,69.76442305348048,Kharif,cotton
123,56,70,33.97774068255051,53.64364507732475,6.362096223327077,61.62967994878795,Kharif,cotton
144,44,72,29.01451007612372,59.133006419438495,6.407807957673514,67.14513217754408,Kharif,cotton
109,59,64,28.85125070919222,63.50607977847601,6.435956994379319,53.54823166427678,Kharif,cotton
141,52,75,25.03548991864772,54.60623619625012,6.4863138706982095,66.58887545023236,Kharif,cotton
121,52,56,31.13426261521232,52.80041446192118,6.381623286757087,73.03711086305859,Kharif,cotton
138,49,53,25.29771907407132,62.57866499557137,6.30420396096974,97.7740447390415,Kharif,cotton
121,54,70,30.04148489728316,61.126749963345546,6.182712940151124,65.67052931098125,Kharif,cotton
136,54,67,33.042337890322266,63.96255547339866,6.090821618278858,95.12267696027604,Kharif,cotton
138,57,57,30.49921070519663,52.48279603407365,6.343329936991648,61.44291379117485,Kharif,cotton
119,57,61,27.69636165216676,52.16376971174887,6.497474993060971,59.54844488796248,Kharif,cotton
109,41,64,32.861684214493714,58.12144091457495,6.233679342309459,75.94977282160825,Kharif,cotton
109,50,64,27.697170040825387,59.21650482252643,6.361839684046404,83.6255684648703,Kharif,cotton
125,52,66,32.33031780945899,57.20260162789384,6.247546224996578,52.21661254011407,Kharif,cotton
124,50,51,31.10258455190231,58.98449954485813,6.215966711681738,61.05329325236083,Kharif,cotton
127,43,61,26.69996296748001,52.70569653312607,6.2051528067799575,72.78418332506583,Kharif,cotton
112,54,52,34.05133874844186,57.19420631246125,6.252312341465849,66.55021679915907,Kharif,cotton
114,50,56,27.00643682957196,59.871388414095016,6.183447830932687,85.6310539674161,Kharif,cotton
105,57,55,34.895870741406696,56.49059673873056,6.374386660910904,75.55802980206585,Kharif,cotton
111,55,63,25.07310488654941,60.19171003724897,6.437136013295758,58.01795528019501,Kharif,cotton
118,49,72,27.63483377142903,56.7678692083076,6.441442653322592,94.72326896575451,Kharif,cotton
131,51,76,26.99860297274199,55.00399371263416,6.113849356712913,64.64528377416798,Kharif,cotton
110,52,54,25.139934101704625,54.55407570630639,6.447954569365745,86.55655544822118,Kharif,cotton
137,48,79,32.32367900147315,56.163530884828816,6.170775615927552,88.99578895527048,Kharif,cotton
132,60,53,31.93425802099596,50.34634434023301,6.154653832742649,98.15788501280512,Kharif,cotton
101,52,80,32.9235096435493,60.02787707669171,6.363378028699118,74.92537332620506,Kharif,cotton
114,45,64,27.56698546464565,62.67658461470393,6.152348170043145,80.79177577322162,Kharif,cotton
135,45,56,29.4433516708297,55.31940641664678,6.026483202804855,66.74381467397669,Kharif,cotton
104,50,52,31.59113521621548,50.69049704212578,6.186808886155154,83.90896467060332,Kharif,cotton
114,58,62,29.39768503888144,64.80163396078336,6.360732800179174,73.16917429331599,Kharif,cotton
142,50,59,31.97325770317916,53.95547383176601,6.163479210135089,71.8826182362211,Kharif,cotton
109,49,72,31.33973408440442,51.8993168253616,6.314779527997573,92.77337645580528,Kharif,cotton
116,54,51,26.146478030221765,55.54628761959542,6.3300597221315655,52.50844217493443,Kharif,cotton
133,52,61,32.81043121076968,61.07835560950335,6.366868005863178,94.09812139159342,Kharif,cotton
123,47,77,32.206763590925185,54.40874895335848,6.448565233155469,92.60349189142784,Kharif,cotton
109,44,73,31.558343876174053,58.62054805879232,6.216282249634216,75.31831267808946,Kharif,cotton
129,41,77,26.550936062710026,56.23339991655713,6.083216038331228,74.51014271028141,Kharif,cotton
102,55,71,27.67996448795364,51.76645988414928,6.159462857715945,68.09036840177451,Kharif,cotton
150,52,61,28.931770315876005,54.95430518738165,6.216083627586993,99.70868958408671,Kharif,cotton
136,58,80,27.79929621656444,60.873057585711,6.356945734664056,55.558466637692064,Kharif,cotton
102,48,68,27.278102906761315,59.18005845997168,6.006561062780817,79.51076178143035,Kharif,cotton
139,54,68,33.05357670161776,51.796675698253416,6.15789269171994,84.08407950562085,Kharif,cotton
104,45,70,31.382322463602023,52.44983614571463,6.389921290509658,96.71650041084725,Kharif,cotton
127,47,52,30.654721315502503,59.61100038961168,6.335428851665347,89.01017484283807,Kharif,cotton
143,53,55,27.25952710853253,62.20123121481304,6.365869986792802,82.19236014057734,Kharif,cotton
113,44,51,34.180765622686415,55.242117439372535,6.405905384719597,55.84061584060613,Kharif,cotton
138,56,73,26.91183039097316,58.92966127765175,6.391617859438981,68.68667584157336,Kharif,cotton
110,46,62,32.94950932824677,52.55965383128158,6.341091583076389,56.94208212739926,Kharif,cotton
107,48,76,34.66672666705293,54.67064505357986,6.219830766185296,94.06063662327568,Kharif,cotton
136,55,77,32.27092729224236,50.30405308509579,6.491799164439077,87.48105777818215,Kharif,cotton
107,57,76,34.928587751846294,61.52413921699284,6.284536597795037,87.87683933986146,Kharif,cotton
111,52,58,31.510511169779463,56.0151472965945,6.101384604684419,82.61282588867721,Kharif,cotton
114,57,62,27.17460343603895,62.24188360480931,6.146406427552392,75.35217684683548,Kharif,cotton
118,49,80,27.038194937165112,60.625594940340896,6.346781227985235,57.49855297317486,Kharif,cotton
147,40,72,28.24564284255476,62.43116398592716,6.462369782599732,66.48474433525259,Kharif,cotton
145,60,63,25.07130020221006,54.28488004374324,6.089360064602949,56.84578962384453,Kharif,cotton
127,57,68,31.816984700828343,52.77663095641768,6.041173247872893,86.24565714261716,Kharif,cotton
106,58,60,27.686677846278275,64.57858523977507,6.440765524021003,58.011438801100255,Kharif,cotton
139,41,63,33.15183232292753,60.759916805613045,6.4576389894564175,85.10567750858428,Kharif,cotton
106,43,65,28.591726505593,62.510634018900056,6.1381896726579495,84.61276947979523,Kharif,cotton
129,50,59,29.799564934633125,50.19700060564901,6.18864286218562,72.96522394956445,Kharif,cotton
117,42,69,34.656889165603694,55.3169243044383,6.3300939987489295,56.76143270590261,Kharif,cotton
123,48,65,27.42172123047277,61.14225035865998,6.164965010421238,65.74004130670184,Kharif,cotton
105,49,77,32.2125409742974,51.16974249484975,6.438579354135026,66.00465545377757,Kharif,cotton
150,41,75,32.551177893054174,58.51009894353403,6.053789351356931,85.01925665716468,Kharif,cotton
103,46,51,27.209981575236352,56.43609151182505,6.018991110480098,55.68715097068622,Kharif,cotton
80,46,35,22.25731089363072,66.13736086845684,7.336189577535485,94.22848727882707,Rabi,wheat
95,49,24,18.26361288224617,58.60571252497515,6.45724492047236,88.70651905309253,Rabi,wheat
109,54,36,21.26387795812538,64.01881878035505,6.977239966879188,53.72867616249904,Rabi,wheat
99,47,33,22.189729393064443,58.62368814384362,7.110469476496474,91.63329749135428,Rabi,wheat
78,50,31,16.426807814811877,57.85518269109385,7.1829266239606575,51.84259103628958,Rabi,wheat
71,63,32,16.400680054965925,69.81418479123816,7.492139455960494,62.65998954915064,Rabi,wheat
87,53,40,22.16138177714307,62.2469968400715,7.204788104564851,95.94956920483074,Rabi,wheat
70,52,33,19.31782494165496,57.34782363245959,6.985518235331302,93.21656473831048,Rabi,wheat
107,62,24,23.892014984609,55.15638954173636,7.343195336638461,89.07172573623075,Rabi,wheat
96,52,41,18.11938882156837,50.79532740459233,7.358616953458421,72.87736145546248,Rabi,wheat
87,66,49,15.424307372486446,64.13132680497453,7.459749686489422,66.07070505100039,Rabi,wheat
94,48,42,21.4987602923152,57.44314856390524,7.1646978967147295,94.07729187702284,Rabi,wheat
103,56,24,21.842392266025804,66.4250832755753,6.292390995897197,82.8537045134606,Rabi,wheat
74,57,50,20.5359160897871,57.27736921244637,7.064709133355985,64.77544275238967,Rabi,wheat
75,68,48,21.83332645694598,57.466583848500605,6.112692662465728,73.15979389827241,Rabi,wheat
104,58,46,20.23754344474395,65.58362012813512,6.47694439187309,94.07501111308096,Rabi,wheat
66,52,49,21.92632816099045,59.78933313505308,6.173711265473375,95.17277180391108,Rabi,wheat
106,51,37,15.439374065551943,67.69789541202786,7.42491391033131,82.96510469858647,Rabi,wheat
62,68,33,18.683973702210213,61.80271513409104,6.508131168336544,86.62779303585168,Rabi,wheat
90,60,37,17.108169179536844,54.81289627028753,7.0698234696648745,51.96489166144018,Rabi,wheat
71,59,48,15.993261386116274,61.36543708600067,6.856977653679191,80.2300253818594,Rabi,wheat
67,59,39,17.34092636166072,50.08003351869404,6.161267119585705,84.44962841854885,Rabi,wheat
84,70,20,16.913106180317882,56.24794749437439,6.842016671821316,51.01885735401158,Rabi,wheat
103,47,26,24.73131388361597,54.15904680995621,6.991535315137309,92.19294939781278,Rabi,wheat
109,63,48,17.865459177184626,63.08375711205869,7.322275885970445,96.41425058253704,Rabi,wheat
94,50,36,17.309589701471594,52.7207716699961,6.105128463628715,61.8968226209394,Rabi,wheat
71,46,22,23.34874506268993,55.80194893522946,6.443450977645261,92.28979663484822,Rabi,wheat
80,40,29,19.19116217268839,56.62617108646791,7.038511415868919,83.27562913545822,Rabi,wheat
85,49,26,19.21465448449309,50.065864577277694,6.051497453807718,79.03479098750992,Rabi,wheat
61,54,46,19.43590466380152,50.93533136505668,6.305330184266206,92.15629868445744,Rabi,wheat
73,43,47,19.165345061206143,56.222522559550455,6.328005594607002,64.28052678726019,Rabi,wheat
105,40,31,18.265654549588483,54.44712906383825,7.003989619160361,89.54280888434269,Rabi,wheat
63,50,41,17.8633944255479,52.33813477230312,6.428941019213172,65.72603838341016,Rabi,wheat
76,69,50,23.81959676485441,53.08323312707916,6.899393493390236,89.37282714540369,Rabi,wheat
106,44,34,16.617073461353563,66.71073922760172,7.448022670014461,72.55270028782287,Rabi,wheat
107,58,42,16.810623529229392,63.66639151025405,7.189864473001851,55.847273574654025,Rabi,wheat
64,58,40,20.717191004250424,59.68235062003299,6.499354206966759,69.07599301529953,Rabi,wheat
83,43,35,18.43658579662735,68.17749552473865,6.708599953259046,61.67466391548753,Rabi,wheat
108,41,27,19.215293648470272,50.59105581883237,6.301010853151505,55.02657753931096,Rabi,wheat
66,46,25,23.06546607890683,56.89869871887639,6.023580015455175,55.51435342118325,Rabi,wheat
82,67,47,24.036310603771053,66.46767435008118,6.434573097187287,89.0035699252025,Rabi,wheat
106,52,23,22.90553679556547,62.56577989170643,6.554112916807407,94.0698926261234,Rabi,wheat
76,59,49,17.349282632907517,69.63374868983973,6.846550759377713,96.3564559716252,Rabi,wheat
71,60,30,24.799712896090504,68.89029846576419,7.416099973895594,92.69730861652272,Rabi,wheat
70,51,36,18.63176500816096,53.39884982149968,7.42177810960775,91.51120486427207,Rabi,wheat
110,69,21,16.69067061164613,69.43973994391342,6.105147448288933,53.4417925758303,Rabi,wheat
70,41,47,19.9949670546804,68.91069571948145,6.921968519296756,89.50617973608551,Rabi,wheat
93,61,25,22.25285769634948,57.472218901473646,6.063528976331784,89.16413298282255,Rabi,wheat
106,48,23,15.83270881308074,69.65760583377906,6.972121612223555,56.56451970523066,Rabi,wheat
96,55,22,21.34286914621048,50.71688304649121,6.17655459341272,83.10046159673162,Rabi,wheat
109,47,26,23.58077923426596,63.21501109826596,7.41960423753315,72.62536682296408,Rabi,wheat
88,63,26,17.617814826920878,55.322956085288176,7.296508023808454,95.00067617360354,Rabi,wheat
107,57,35,21.931232121767074,52.58926193190639,6.0334932458300745,84.77041811978337,Rabi,wheat
95,70,21,18.999086299604407,61.55069849887693,7.1731975866867845,97.5493768187126,Rabi,wheat
86,43,27,19.14135143139582,56.12700616370389,6.953845675755916,55.246132263732186,Rabi,wheat
101,63,34,17.80814031208913,63.33650687622302,6.7430537859515685,52.030365722619656,Rabi,wheat
81,50,50,21.24393796439896,60.79962104228841,6.903951730128733,98.6789678880273,Rabi,wheat
61,56,46,18.609992530301547,57.85178801817319,7.017375090694706,54.00960807224522,Rabi,wheat
106,47,35,23.309030034615784,53.63644322629796,7.3266862133407695,69.30979104551147,Rabi,wheat
95,58,20,24.629054230495303,62.02500394944353,7.151036491564118,82.49853111252774,Rabi,wheat
107,47,46,24.35087680040925,66.58461258951104,6.863066728994986,94.0028336667042,Rabi,wheat
89,45,29,16.631283729929887,62.00008937018563,7.236923491117513,62.7288659106963,Rabi,wheat
66,62,26,15.141902999947504,62.21045111547372,7.4803844347554,51.452910594251165,Rabi,wheat
71,41,35,19.384683411221577,60.23674728295536,6.450273031339942,76.06433952495948,Rabi,wheat
62,54,29,22.28883707672187,57.76480234656583,6.177631041027402,73.55560101361206,Rabi,wheat
76,40,31,24.77455268334961,59.14916083267092,7.097172391063049,65.34465910945397,Rabi,wheat
100,45,36,22.83422301572105,69.79083514240165,7.467894500869475,93.69496837507243,Rabi,wheat
91,67,32,20.8054932186704,64.9933700421058,6.175058881803701,87.46610857916173,Rabi,wheat
67,58,31,15.263529122295472,58.61118927959989,6.647560887012364,92.90581915996232,Rabi,wheat
82,43,34,23.255406915073543,59.14592799909041,6.093401463278584,58.09044797385996,Rabi,wheat
97,52,33,16.771450339292112,59.992640154994845,7.164797914156185,84.62059794701705,Rabi,wheat
89,54,38,15.556065141867904,63.18628388757626,7.423063073575668,98.75508677094288,Rabi,wheat
74,48,38,23.50358847354264,59.31916468431029,6.748491231678,80.59569459043462,Rabi,wheat
69,42,45,20.66250867872007,63.72358236878487,6.614281720890284,58.56821826477431,Rabi,wheat
97,41,33,16.285515978604494,56.58375613295696,7.361578534875782,99.78901972340672,Rabi,wheat
74,55,37,18.86542663174081,58.21279264042248,6.200082583975675,76.41617907791891,Rabi,wheat
89,57,49,15.855416672255632,67.28106249407695,7.337376467212538,92.00295091381236,Rabi,wheat
105,57,45,21.38010806927802,56.57811309403085,6.588189004202051,57.468072371521565,Rabi,wheat
85,45,48,17.824272663426747,69.28873466350004,6.839109618536846,83.30481088789607,Rabi,wheat
110,57,24,23.660941313653748,53.45009893969786,6.792438157692463,95.6308849101932,Rabi,wheat
104,50,39,18.57796028819692,54.833596314143456,6.923968761615668,76.60089095559697,Rabi,wheat
73,46,48,19.94633863019918,59.27359501509816,7.413184970636256,64.43300302924023,Rabi,wheat
62,62,25,15.635233975059752,65.94817452110739,7.426690548401067,56.371091397879326,Rabi,wheat
95,62,37,17.7559261664397,64.63150955256667,7.246722400745528,64.79723326191652,Rabi,wheat
85,53,33,21.76767271690597,53.48932035228779,6.287316115556699,67.7442101463429,Rabi,wheat
73,68,23,22.3626276777764,54.73370051935674,6.500274486582689,85.49775526149148,Rabi,wheat
90,57,47,17.428218550112337,61.50525978101675,6.731737275381817,58.931070351480095,Rabi,wheat
73,46,42,20.03820098720708,55.90329490597406,7.358191409052776,55.30524278577038,Rabi,wheat
99,49,20,23.175311052045053,58.44650648959207,6.781297235769318,69.34697705168773,Rabi,wheat
69,47,32,18.799101608895555,59.73188350974058,7.466153497003197,72.9326808204569,Rabi,wheat
68,63,30,16.337712673567893,61.88492010700809,7.475761757503823,81.41925261087525,Rabi,wheat
105,53,22,19.31870389612469,55.02102648878531,6.897876389194474,85.37656506504695,Rabi,wheat
99,57,36,21.00628665432032,53.26280287109919,7.316243009321717,94.46388544167998,Rabi,wheat
102,44,37,15.073985281923797,57.97126775588053,7.498834068035848,64.4476782764018,Rabi,wheat
101,53,44,18.48567506680729,51.640524497112,7.274574777031829,76.43039113459645,Rabi,wheat
77,61,29,21.074358208951647,60.53530342181824,6.985366519779382,68.30203534015325,Rabi,wheat
95,64,35,24.519119500446703,66.79210318469949,7.267700288280743,50.0710836015495,Rabi,wheat
95,61,40,19.08548732475665,52.37951318865437,6.123982592684731,78.97159113599638,Rabi,wheat
71,65,32,16.629722654793262,52.25461064259058,6.952231976294759,90.78980378355692,Rabi,wheat
109,61,39,20.342190979668533,51.60435597734704,6.324783048352508,51.8219743051697,Rabi,wheat
99,49,31,17.857523610996804,66.95722579523803,6.174095475976011,50.17458793014851,Rabi,wheat
62,65,23,17.14779399314784,51.61409789856326,7.339306878492152,86.39092032553691,Rabi,wheat
77,54,27,20.90403259028062,69.66924070768806,6.95946741563708,84.19298625044166,Rabi,wheat
